GHG Scopes and categories L1;GHG Scopes and categories L2;Activity L1;Activity L2;Region;Activity unit;Year;Readable unique string;Emission factor [kg CO2e/unit];Emission factor (location-based) [kg CO2e/unit];Emission factor (market-based) [kg CO2e/unit];Source;Description;Link
Scope 3;Business travel;Hotel stay;;PL;Room per night;2021;Scope3_Business-travel_Hotel-stay_PL_Room-per-night_2021;33.2;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;PT;Room per night;2021;Scope3_Business-travel_Hotel-stay_PT_Room-per-night_2021;26;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;PT;Room per night;2022;Scope3_Business-travel_Hotel-stay_PT_Room-per-night_2022;19;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;QA;Room per night;2021;Scope3_Business-travel_Hotel-stay_QA_Room-per-night_2021;126.8;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;QA;Room per night;2022;Scope3_Business-travel_Hotel-stay_QA_Room-per-night_2022;86.2;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;RO;Room per night;2021;Scope3_Business-travel_Hotel-stay_RO_Room-per-night_2021;25.5;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;RU;Room per night;2021;Scope3_Business-travel_Hotel-stay_RU_Room-per-night_2021;31.8;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;RU;Room per night;2022;Scope3_Business-travel_Hotel-stay_RU_Room-per-night_2022;24.2;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;SA;Room per night;2021;Scope3_Business-travel_Hotel-stay_SA_Room-per-night_2021;114.5;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;SA;Room per night;2022;Scope3_Business-travel_Hotel-stay_SA_Room-per-night_2022;106.4;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;SE;Room per night;2022;Scope3_Business-travel_Hotel-stay_SE_Room-per-night_2022;1.9;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;SG;Room per night;2021;Scope3_Business-travel_Hotel-stay_SG_Room-per-night_2021;37.8;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;SG;Room per night;2022;Scope3_Business-travel_Hotel-stay_SG_Room-per-night_2022;24.5;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;SK;Room per night;2021;Scope3_Business-travel_Hotel-stay_SK_Room-per-night_2021;19.1;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;TH;Room per night;2021;Scope3_Business-travel_Hotel-stay_TH_Room-per-night_2021;51;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;TH;Room per night;2022;Scope3_Business-travel_Hotel-stay_TH_Room-per-night_2022;43.4;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;TR;Room per night;2021;Scope3_Business-travel_Hotel-stay_TR_Room-per-night_2021;33.6;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;TR;Room per night;2022;Scope3_Business-travel_Hotel-stay_TR_Room-per-night_2022;32.1;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;TW;Room per night;2021;Scope3_Business-travel_Hotel-stay_TW_Room-per-night_2021;77.3;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;US;Room per night;2021;Scope3_Business-travel_Hotel-stay_US_Room-per-night_2021;19.7;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;US;Room per night;2022;Scope3_Business-travel_Hotel-stay_US_Room-per-night_2022;16.1;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;VN;Room per night;2021;Scope3_Business-travel_Hotel-stay_VN_Room-per-night_2021;51.8;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;VN;Room per night;2022;Scope3_Business-travel_Hotel-stay_VN_Room-per-night_2022;38.5;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;ZA;Room per night;2021;Scope3_Business-travel_Hotel-stay_ZA_Room-per-night_2021;61;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Hotel stay;;ZA;Room per night;2022;Scope3_Business-travel_Hotel-stay_ZA_Room-per-night_2022;51.4;;;Hotel Footprinting Tool;Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.;https://www.hotelfootprints.org/
Scope 3;Business travel;Land travel;Bus (coach);GB;passenger-km;2022;Scope3_Business-travel_Land-travel_Bus-(coach)_GB_passenger-km_2022;0.02733;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 3;Business travel;Land travel;Bus (local);GB;passenger-km;2022;Scope3_Business-travel_Land-travel_Bus-(local)_GB_passenger-km_2022;0.0965;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 3;Business travel;Land travel;Car (average, electric);GB;km;2022;Scope3_Business-travel_Land-travel_Car-(average,-electric)_GB_km_2022;0.04709;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 3;Business travel;Land travel;Car (average, electric);GB;miles;2022;Scope3_Business-travel_Land-travel_Car-(average,-electric)_GB_miles_2022;0.07578;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
